crop_type,soil_type,month,seed_rate,fertilizer_type,fertilizer_amt,o_fertilizer_type,o_fertilizer_amt,manure_type,manure_amt,insecticide_amt,herbicide_amt,address,temp,rate,month_ismissing,seed_rate_ismissing,fertilizer_amt_ismissing,o_fertilizer_amt_ismissing,manure_amt_ismissing,temp_ismissing,fertilizer_type_ismissing,manure_type_ismissing
1,1,0,35,0,50,1,150,1,20,36,60,1,29,80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,40,1,100,0,50,1,20,36,60,1,29,80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,48,0,50,1,150,1,20,36,0,1,29,85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,38,1,100,0,50,1,1,36,0,1,29,85,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
1,1,0,45,1,100,0,50,1,1,18,0,1,29,85,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
1,1,0,45,1,1000,0,50,1,1,18,0,1,29,85,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
1,1,0,40,1,130,0,50,1,15,18,0,1,29,85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,40,1,130,0,50,1,15,18,0,1,29,85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,40,1,130,0,50,1,15,18,0,1,29,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,38,1,100,0,50,1,20,18,0,1,29,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,38,1,100,0,50,1,20,18,0,1,28,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,38,1,100,0,50,1,20,62,80,1,28,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,45,1,100,0,50,1,20,62,80,1,28,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,45,1,150,0,50,1,115,62,80,1,28,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,45,1,150,0,50,1,15,62,80,1,28,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,40,1,150,0,50,1,15,62,90,1,28,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,1,0,40,1,150,0,50,1,1,62,90,1,28,100,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
1,1,0,300,1,130,0,50,1,20,62,90,1,28,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,38,1,130,0,50,1,20,62,90,1,28,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,34,1,130,0,50,1,20,62,90,1,28,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,48,1,130,0,50,1,20,62,90,1,28,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,50,1,150,0,50,1,20,62,90,1,27,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,35,1,150,0,50,1,1,62,0,1,27,95,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
2,1,2,35,1,150,0,50,1,0,62,0,1,28,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2,1,2,35,1,120,0,50,1,0,62,0,1,28,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,35,1,120,0,50,1,0,62,90,1,28,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,35,0,50,1,100,1,0,62,90,1,28,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,40,1,100,0,50,1,0,70,90,1,26,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,40,0,50,1,50,1,15,70,90,1,26,100,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2,1,2,40,1,120,0,50,1,1,62,90,1,26,100,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2,1,2,40,1,120,0,50,1,15,62,90,1,28,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,40,1,120,0,50,1,15,62,95,1,28,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,40,1,120,0,50,1,15,70,95,1,28,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,40,1,150,0,50,1,15,70,95,1,28,110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,40,1,150,1,120,1,15,62,95,1,28,110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,35,1,150,1,120,1,1,62,950,1,28,110,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
2,1,2,35,1,150,0,50,1,0,62,950,1,27,110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,35,0,1000,1,150,1,0,62,950,1,27,110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,35,0,5000,0,50,1,0,70,80,1,27,105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,35,1,130,0,50,1,0,70,80,1,27,105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,35,0,50,1,120,1,0,44,0,1,27,105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,2,0,48,1,75,0,50,0,1,60,80,0,29,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,2,0,48,1,75,0,50,0,1.5,60,80,0,29,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,2,0,50,1,75,0,50,0,1.5,60,80,0,29,70,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1,2,0,50,1,75,0,50,0,1.5,60,80,0,30,70,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1,2,0,50,1,75,0,500,1,1.5,55,80,0,30,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1,2,0,50,1,75,0,500,0,150,55,80,0,30,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,2,0,50,1,75,0,45,0,150,55,75,0,35,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,2,0,48,1,75,0,500,0,150,55,75,0,35,80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,2,0,48,1,75,0,50,0,1,55,75,0,35,80,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1,2,0,48,1,75,0,50,0,1,55,75,0,35,80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,2,0,48,1,75,0,50,0,1,55,75,0,35,80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,2,0,48,1,75,0,50,0,1,62,75,0,35,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,2,0,48,1,75,0,50,0,1.5,62,75,0,35,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,2,0,50,1,75,0,50,0,1.5,62,80,0,35,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,2,0,500,1,75,0,50,0,1.5,62,80,0,32,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,2,0,50,1,75,0,50,0,1.5,60,80,0,32,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,2,2,32,1,180,0,50,0,1,62,80,0,32,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,2,2,32,1,180,0,50,0,1,62,80,0,32,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,2,2,32,1,180,0,50,0,1,62,80,0,32,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,2,2,32,1,185,0,50,0,1,62,80,0,32,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,2,2,32,1,185,0,50,0,1,62,80,0,32,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,2,2,32,1,185,0,50,0,1,62,75,0,28,90,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,2,2,32,1,185,0,0,0,1,60,75,0,28,95,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2,2,2,32,1,190,0,0,0,1,60,75,0,28,95,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2,2,2,30,1,190,0,0,0,1.5,60,75,0,28,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,2,2,30,1,190,0,0,0,1.5,60,75,0,28,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,2,2,30,1,190,0,50,0,1.5,60,75,0,28,80,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2,2,2,30,1,190,0,50,0,1.5,55,75,0,29,80,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2,2,2,30,1,195,0,50,0,1.5,55,80,0,29,80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,2,2,30,1,195,0,50,0,1.5,55,80,0,29,85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,2,2,32,1,195,0,50,0,1,55,80,0,29,85,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2,2,2,32,1,195,0,50,0,1,58,80,0,29,85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,2,2,32,1,200,0,50,0,1,58,80,0,29,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,2,2,32,1,200,0,50,0,1,58,78,0,29,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,2,2,32,1,200,0,50,0,1,58,78,0,29,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,100,2,1,0.5,0,2,25,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,100,2,1,0.5,0,2,25,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,100,2,1.5,0.5,0,2,25,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,100,2,1.5,0.5,0,2,25,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,95,2,1.5,0.5,0,2,25,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,95,2,1.5,0.5,0,2,25,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,95,2,1,0.5,0,2,25,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,95,0,1,0.5,0,2,25,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,95,0,1,0.5,0,2,25,95,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,95,0,1,0.5,0,2,25,95,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,100,0,1,0.5,0,2,25,95,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,35,2,100,0,100,0,1,0.5,0,2,25,95,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,100,0,1,0.5,0,2,25,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,100,2,1,0.5,0,2,25,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,100,2,1,0.5,0,2,25,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,100,2,1,0.5,0,2,25,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,50,2,1,0.5,0,2,25,100,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,95,2,1,0.5,0,2,25,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,95,2,1,0.5,0,2,25,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,3,1,5,2,100,0,95,2,1,0.5,0,2,25,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,27,45,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,27,45,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,27,45,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,48,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0,0,1,15,1,50,2,50,3,0,0.5,0,3,19,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,45,1,100,0,50,1,0,44,90,1,27,85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,35,1,100,0,50,1,15,60,90,1,27,65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,36,1,120,0,50,1,15,60,90,1,27,65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,35,1,150,0,50,1,15,60,90,1,27,65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,38,1,150,0,50,1,15,60,90,1,27,65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,40,1,100,0,50,1,15,60,90,1,27,65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,45,1,100,0,50,1,1,44,90,1,27,65,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1,1,0,40,1,100,0,50,1,1,44,90,1,25,60,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1,1,0,45,1,150,0,50,1,15,44,90,1,25,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,45,1,150,0,50,1,15,44,60,1,25,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,45,1,120,0,50,1,15,44,60,1,25,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,35,1,120,0,50,1,15,36,60,1,25,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,3,0,50,1,120,1,15,36,60,1,29,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,35,0,50,1,150,1,20,36,60,1,29,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,40,1,100,0,50,1,20,36,60,1,29,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,48,0,50,1,150,1,20,36,0,1,29,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,38,1,100,0,50,1,1,36,0,1,29,55,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
1,1,0,45,1,100,0,50,1,1,18,0,1,29,55,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
1,1,0,45,1,1000,0,50,1,1,18,0,1,29,55,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
1,1,0,40,1,130,0,50,1,15,18,0,1,29,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,40,1,130,0,50,1,15,18,0,1,29,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,40,1,130,0,50,1,15,18,0,1,29,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,38,1,100,0,50,1,20,18,0,1,29,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,38,1,100,0,50,1,20,18,0,1,28,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,38,1,100,0,50,1,20,62,80,1,28,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,45,1,100,0,50,1,20,62,80,1,28,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,45,1,150,0,50,1,115,62,80,1,28,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,45,1,150,0,50,1,15,62,80,1,28,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,40,1,150,0,50,1,15,62,90,1,28,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1,1,0,40,1,150,0,50,1,1,62,90,1,28,70,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
1,1,0,300,1,130,0,50,1,20,62,90,1,28,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,38,1,130,0,50,1,20,62,90,1,28,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,34,1,130,0,50,1,20,62,90,1,28,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,48,1,130,0,50,1,20,62,90,1,28,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,50,1,150,0,50,1,20,62,90,1,27,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,35,1,150,0,50,1,1,62,0,1,27,55,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
2,1,2,35,1,150,0,50,1,0,62,0,1,28,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2,1,2,35,1,120,0,50,1,0,62,0,1,28,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,35,1,120,0,50,1,0,62,90,1,28,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,40,1,100,0,50,1,0,70,90,1,26,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,40,0,50,1,50,1,15,70,90,1,26,95,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2,1,2,40,1,120,0,50,1,1,62,90,1,26,95,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
2,1,2,40,1,120,0,50,1,15,62,90,1,28,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,40,1,120,0,50,1,15,62,95,1,28,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,40,1,120,0,50,1,15,70,95,1,28,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,40,1,150,0,50,1,15,70,95,1,28,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,2,40,1,150,1,120,1,15,62,95,1,28,95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
